date,nav_before,nav_after,return,reward,selected
2015-09-10T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ONGC,NSE_BAJAJ_AUTO,NSE_SOLARINDS,NSE_PIDILITIND,NSE_JSWSTEEL,NSE_ABB,NSE_ICICIBANK,NSE_TATAPOWER"
2015-09-11T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ONGC,NSE_BAJAJ_AUTO,NSE_SOLARINDS,NSE_PIDILITIND,NSE_JSWSTEEL,NSE_ABB,NSE_ICICIBANK,NSE_TATAPOWER"
2015-09-14T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ONGC,NSE_BAJAJ_AUTO,NSE_SOLARINDS,NSE_PIDILITIND,NSE_JSWSTEEL,NSE_ABB,NSE_ICICIBANK,NSE_TATAPOWER"
2015-09-15T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ONGC,NSE_BAJAJ_AUTO,NSE_SOLARINDS,NSE_PIDILITIND,NSE_JSWSTEEL,NSE_ABB,NSE_ICICIBANK,NSE_TATAPOWER"
2015-09-16T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_GODREJCP,NSE_ONGC,NSE_PIDILITIND,NSE_SOLARINDS,NSE_JSWSTEEL,NSE_ABB,NSE_BAJAJ_AUTO,NSE_TATAPOWER"
2015-09-18T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_GODREJCP,NSE_ONGC,NSE_PIDILITIND,NSE_SOLARINDS,NSE_JSWSTEEL,NSE_ABB,NSE_BAJAJ_AUTO,NSE_TATAPOWER"
2015-09-21T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_GODREJCP,NSE_ONGC,NSE_PIDILITIND,NSE_SOLARINDS,NSE_JSWSTEEL,NSE_ABB,NSE_BAJAJ_AUTO,NSE_TATAPOWER"
2015-09-22T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_GODREJCP,NSE_ONGC,NSE_PIDILITIND,NSE_SOLARINDS,NSE_JSWSTEEL,NSE_ABB,NSE_BAJAJ_AUTO,NSE_TATAPOWER"
2015-09-23T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_GODREJCP,NSE_PIDILITIND,NSE_CIPLA,NSE_ADANIPOWER,NSE_SOLARINDS,NSE_ABB"
2015-09-24T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_GODREJCP,NSE_PIDILITIND,NSE_CIPLA,NSE_ADANIPOWER,NSE_SOLARINDS,NSE_ABB"
2015-09-28T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_GODREJCP,NSE_PIDILITIND,NSE_CIPLA,NSE_ADANIPOWER,NSE_SOLARINDS,NSE_ABB"
2015-09-29T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_TITAN,NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_GODREJCP,NSE_PIDILITIND,NSE_CIPLA,NSE_ADANIPOWER,NSE_SOLARINDS,NSE_ABB"
2015-09-30T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_CIPLA,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_GODREJCP,NSE_BAJAJ_AUTO"
2015-10-01T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_CIPLA,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_GODREJCP,NSE_BAJAJ_AUTO"
2015-10-05T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_CIPLA,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_GODREJCP,NSE_BAJAJ_AUTO"
2015-10-06T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_CIPLA,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_GODREJCP,NSE_BAJAJ_AUTO"
2015-10-07T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_ADANIPORTS,NSE_LT,NSE_TITAN,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_CIPLA,NSE_ABB"
2015-10-08T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_ADANIPORTS,NSE_LT,NSE_TITAN,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_CIPLA,NSE_ABB"
2015-10-09T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_ADANIPORTS,NSE_LT,NSE_TITAN,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_CIPLA,NSE_ABB"
2015-10-12T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_ADANIPORTS,NSE_LT,NSE_TITAN,NSE_ONGC,NSE_TATAPOWER,NSE_PIDILITIND,NSE_TCS,NSE_CIPLA,NSE_ABB"
2015-10-13T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TATAPOWER,NSE_TCS,NSE_ABB"
2015-10-14T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TATAPOWER,NSE_TCS,NSE_ABB"
2015-10-15T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TATAPOWER,NSE_TCS,NSE_ABB"
2015-10-16T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TATAPOWER,NSE_TCS,NSE_ABB"
2015-10-19T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_GODREJCP,NSE_TCS,NSE_TATAPOWER"
2015-10-20T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_GODREJCP,NSE_TCS,NSE_TATAPOWER"
2015-10-21T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_GODREJCP,NSE_TCS,NSE_TATAPOWER"
2015-10-23T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_LT,NSE_TITAN,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_GODREJCP,NSE_TCS,NSE_TATAPOWER"
2015-10-26T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_HDFCBANK,NSE_ADANIPORTS,NSE_ADANIPOWER,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_TATAPOWER,NSE_SOLARINDS,NSE_TCS"
2015-10-27T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_HDFCBANK,NSE_ADANIPORTS,NSE_ADANIPOWER,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_TATAPOWER,NSE_SOLARINDS,NSE_TCS"
2015-10-28T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_HDFCBANK,NSE_ADANIPORTS,NSE_ADANIPOWER,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_TATAPOWER,NSE_SOLARINDS,NSE_TCS"
2015-10-29T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_HDFCBANK,NSE_ADANIPORTS,NSE_ADANIPOWER,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_TATAPOWER,NSE_SOLARINDS,NSE_TCS"
2015-10-30T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TCS,NSE_TITAN,NSE_JSWSTEEL,NSE_TATAPOWER,NSE_AMBUJACEM"
2015-11-02T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TCS,NSE_TITAN,NSE_JSWSTEEL,NSE_TATAPOWER,NSE_AMBUJACEM"
2015-11-03T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TCS,NSE_TITAN,NSE_JSWSTEEL,NSE_TATAPOWER,NSE_AMBUJACEM"
2015-11-04T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_LT,NSE_ADANIPORTS,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_TCS,NSE_TITAN,NSE_JSWSTEEL,NSE_TATAPOWER,NSE_AMBUJACEM"
2015-11-05T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_ADANIPOWER,NSE_ADANIPORTS,NSE_BAJAJ_AUTO,NSE_HDFCBANK,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_CIPLA,NSE_TCS,NSE_LT"
2015-11-06T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_ADANIPOWER,NSE_ADANIPORTS,NSE_BAJAJ_AUTO,NSE_HDFCBANK,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_CIPLA,NSE_TCS,NSE_LT"
2015-11-09T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_ADANIPOWER,NSE_ADANIPORTS,NSE_BAJAJ_AUTO,NSE_HDFCBANK,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_CIPLA,NSE_TCS,NSE_LT"
2015-11-10T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_ADANIPOWER,NSE_ADANIPORTS,NSE_BAJAJ_AUTO,NSE_HDFCBANK,NSE_ONGC,NSE_PIDILITIND,NSE_TITAN,NSE_CIPLA,NSE_TCS,NSE_LT"
2015-11-11T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_ADANIPORTS,NSE_BAJAJ_AUTO,NSE_ONGC,NSE_TITAN,NSE_AMBUJACEM,NSE_CIPLA,NSE_TCS,NSE_PIDILITIND,NSE_ADANIPOWER"
2015-11-13T00:00:00.000000000,1.0,1.0,0.0,0.0,"NSE_HDFCBANK,NSE_ADANIPORTS,NSE_BAJAJ_AUTO,NSE_ONGC,NSE_TITAN,NSE_AMBUJACEM,NSE_CIPLA,NSE_TCS,NSE_PIDILITIND,NSE_ADANIPOWER"
